ci_skipped,ns,nd,nf,entropy,la,ld,lt,ndev,age,nuc,exp,rexp,sexp,TFC,is_doc,is_build,is_meta,is_media,is_src,is_merge,FRM,COM,CFT,classif,prev_com_res,proj_recent_skip,comm_recent_skip,same_committer,is_fix,day_week,CM,commit_hash
1,1,1,1,0,1,1,26,4,0.002708333,1,1414,15.59402562,853,1,0,0,0,0,0,0,0,0,0,7,0,1,1,1,0,7,6.920267694,9e44b3762aeeb0e4c80a544392eb8bc710c27e79
0,1,1,1,0,1,0,25,4,108.6303819,1,1413,14.59404003,852,1,0,0,0,0,0,0,0,0,0,5,0,2,2,1,0,7,5.439057784,51e72b445438736e9fe13ebe70ab419eeafd33ee
0,1,1,1,0,2,2,39,5,31.48131944,1,1412,13.59418186,851,1,0,0,1,0,0,0,0,0,0,5,0,2,2,1,0,7,4.044680883,66ef4e5dafd0d3c4aaeeccdb987ef97f422393b8
0,1,1,1,0,1,1,39,5,12.66467593,1,1411,17.95994853,850,1,0,0,1,0,0,0,0,0,0,5,1,3,3,1,0,4,2.965586787,f2c5d60bea5a65661a8d187375f0dc28c73bd742
1,1,1,1,0,3,3,14,2,17.19644676,1,1410,21.33648249,849,0,0,0,0,0,0,0,0,0,0,5,0,3,3,1,0,6,5.126201411,07108c0b6d5893052ff09b25660388166df89701
0,1,1,1,0,1,1,39,5,15.45241898,1,1409,21.35162636,848,1,0,0,1,0,0,0,0,0,0,5,1,4,4,1,0,5,2.965586787,276b6df3ad23bc02c71c306cc2800a84fbd80d6b
1,1,1,1,0,1,1,1977,50,0.003634259,1,1408,33.72927003,847,1,1,0,0,0,0,0,0,0,0,1,0,4,4,1,0,6,3.976246566,df57db37916ce67825a9879305c08b97ab7e9aff
0,1,1,1,0,1,1,1977,50,0.291458333,1,1407,32.72927003,846,1,1,0,0,0,0,0,0,0,0,1,1,4,4,1,0,6,4.779083456,b9e5ac08a46a1e888ffb38612bc67b31c8cf3519
1,1,1,1,0,2,0,1975,50,0.262372685,1,1406,31.80959617,845,1,1,0,0,0,0,0,0,0,0,7,1,3,3,1,0,5,6.200439611,7df70154ea3093fae022de27deda8e574350d037
1,1,1,1,0,6,0,1969,50,0.009143519,1,1405,30.89205415,844,1,1,0,0,0,0,0,0,0,0,1,1,2,2,1,0,5,4.412499188,9d1f2b09884474c315cd2c8541d98cfa10204a28
1,2,2,3,1.5,4,4,869.6666667,50,25.64699846,3,1404,29.89205415,775.5,2,0,0,0,0,0,0,0,0,0,7,1,2,2,1,0,5,2.833165497,f8e6b9effb9494167b536798bd3d4ec290d149e7
1,1,1,1,0,2,2,1969,50,16.06846065,1,1403,29.17257981,842,1,1,0,0,0,0,0,0,0,0,7,0,1,1,1,0,4,7.517520851,725eef04a2a98ab03779ed153af3971a091e4b03
0,1,1,1,0,5,4,38,5,34.83803241,1,1402,28.17345457,841,1,0,0,1,0,0,0,0,0,0,5,0,2,2,1,0,4,3.71003633,966894ea8c5a87ec215ed30e57dd2eb1f4165bd1
0,1,1,1,0,5,2,335,11,109.9717708,1,1401,27.19165438,707,1,0,0,0,0,1,0,0,0,0,7,0,3,3,1,0,3,5.513854258,299b5ce6928bccbf2b30853d410daa3698d7fac3
0,1,1,3,1.530124965,8,7,57.33333333,10,118.0766474,3,1400,26.19173679,706,1,0,0,0,0,1,0,0,0,0,1,1,4,4,1,0,3,4.559418171,0c47d351663b9bf0a4d102137feca2e5fa5a8be3
