ci_skipped,ns,nd,nf,entropy,la,ld,lt,ndev,age,nuc,exp,rexp,sexp,TFC,is_doc,is_build,is_meta,is_media,is_src,is_merge,FRM,COM,CFT,classif,prev_com_res,proj_recent_skip,comm_recent_skip,same_committer,is_fix,day_week,CM,commit_hash
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,4,3.164803097,46d9c6a31338e349a47e726168b0989b5e91cf47
0,1,1,1,0,1,1,701,7,0.568449074,1,87,7.979908855,86,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,4,10.92774465,2bc190309614fff05e2224a4afc38fc1546c43c2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,3,4.114458183,046770d827af8627c1ef5ec261fbf1c575da7f85
0,2,35,384,8.584962501,384,384,86.859375,16,278.302487,18,4,0.377777778,1.5,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,5.609666886,819c394c84c8d2c292c6d2b54ac45346b79378ba
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,3,2.906262836,c7078cc33145b76f657dba9158cb47df9b11ca86
0,1,1,1,0,1,1,701,7,5.595474537,1,86,8.081695825,85,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,7.724048034,df0f8bca93e3cbc52600b0b697d153e8796a8341
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,4,3.088947117,fb3ededc426ac28f5732a2850ebe82cd8dce8b13
0,1,1,1,0,1,1,701,7,1.361967593,1,45,0.376086876,43,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,4,3.176907523,f2ba5184266a1385a65c612de8a75f61963e90d2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,4,3.09259881,3a79a2b784ba4560ecd2383715ab3063fe65c834
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,4,2.461291338,f457e7176733385756c3993805420b1c40e832d4
0,1,1,1,0,1,1,701,7,7.999861111,1,85,8.002280422,84,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,2.843777234,f42b458337e67f4c5c7330acb31d17f5b1d778a5
0,1,1,1,0,1,1,701,7,7.999594907,1,84,7.002280422,83,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,6.081965931,067b1a73fb539ff3dc54a1a3e2c78762e20fcf3d
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,3,2.461291338,74689c8fa0c1a92e46bf098095883f8cec2b9d9a
0,1,1,1,0,1,1,701,7,10.99884259,1,83,7.95635163,82,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,2,2.843777234,2d6ec84891a3114059bf5cbe19877c03d47f8c46
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,5,2.461291338,d4fc6e30095746cef97355e62e3af0ca80b88fe2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,5,3.164803097,1c43b33e74d704186663c28e54279325c2194d4a
0,1,1,1,0,1,1,701,7,1.993530093,1,82,10.55356178,81,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,5,2.843777234,d4982952334b01c559cfb1a37dbf915f225d72e8
0,1,1,1,0,1,1,701,7,1.993217593,1,81,9.55356178,80,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,5,12.14427756,ae71269e0d43cd718a5f76dda28952bd0301da88
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,5,3.09259881,03494ff0094c241e71d00ae7db68f581ce300547
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,5,2.812993538,cb2927c59bcca255bbbfce792b6b649b06437512
0,1,1,1,0,1,1,701,7,1.00693287,1,80,9.217216089,79,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,5.287366528,ed916d9ea2f597009631df445952cc642cfcfcaf
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,2,3.00215686,62a94e69efc609617cb0f845afbf2d5be2341ef7
0,1,1,1,0,1,1,701,7,10.99142361,1,79,8.295770794,78,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,2,4.552972468,8bc12a890c688e333e9cb6cefdff791ec0584beb
0,1,1,1,0,1,1,701,7,5.997453704,1,78,8.891343888,77,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,4,6.081965931,5c0d66cc769f3a348c906b0d128f87ee7074f1bb
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,6,2.461291338,7f6d9ed83dc60730c353690fa1c5db26ab70eac3
0,1,1,1,0,1,1,701,7,3.009016204,1,77,9.729122772,76,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,5,2.843777234,755ef1ae844e02fcac1a2b7e0c7b4c03652cd892
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,2,3.137311896,b554d88435a8634e7a5c59bb84e148f7dc343cc6
0,1,1,1,0,1,1,701,7,2.991087963,1,76,10.06028853,75,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,2,3.726882084,645a29932e7c7bcab7478551d5f0ee32ac3f5835
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,1,2.461291338,108fc306240975da4335c09afee22f89a6f2e46b
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,1,3.00215686,c0f891d686ef01fd538a6450c4fbfddad8e7050c
0,1,1,1,0,1,1,701,7,7.002719907,1,75,9.106363284,74,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,6,3.591727048,e20f20faafdec5ba7a16984ccdbaa146d7bf6bbf
0,1,1,1,0,1,1,701,7,6.001030093,1,74,9.444959133,73,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,5,2.843777234,746aa8b534a9485627eadbbdc19d32a326c5eccd
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,6,2.461291338,b08f623f9958ae962b3c96227cd5b2a5e1bca85b
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,6,3.00215686,b167e7485d39053cd3e9f26c83b8b1d43049b0e9
0,1,1,1,0,1,1,701,7,1.000706019,1,73,10.98928302,72,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,3.752219715,079ecd93b1d9f8eacb795e309c7dfa85d2232cdd
0,1,1,1,0,1,1,701,7,1.000428241,1,72,9.989283025,71,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,6,2.843777234,e92ac1b4d8a285329a5b88190e5a400d8daaee35
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,5,3.164803097,7abc881d71c9484451ae81c7d45fbe30b44ae2ed
0,1,1,1,0,1,1,701,7,1.991458333,1,71,10.05932422,70,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,5,10.92774465,b44f29d28955099ea1ea1c3a632a7ec73bcced06
