ci_skipped,ns,nd,nf,entropy,la,ld,lt,ndev,age,nuc,exp,rexp,sexp,TFC,is_doc,is_build,is_meta,is_media,is_src,is_merge,FRM,COM,CFT,classif,prev_com_res,proj_recent_skip,comm_recent_skip,same_committer,is_fix,day_week,CM,commit_hash
0,1,1,1,0,23,2,16,1,894.4314583,1,276,4.100439123,114,1,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,3,4.898440909,db4c7dd7a4e031630854562d99244a76ed39b45f
0,1,1,1,0,2,0,95,3,0.000694444,1,275,3.100439123,113,1,1,0,0,0,0,0,0,0,0,7,0,0,0,1,0,3,3.925485834,7383e4cb28925f0c3406d7f9fcf0b338f8133864
0,1,1,1,0,1,3,97,3,113.2180324,1,274,2.100439123,112,1,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,3.925485834,cb3e89cf405e4ea7cbe581a71203fa5eaae0fdeb
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,3,2.949652762,998a5727115939812efd2c102ab070da51b290c8
0,1,1,3,0.674679923,30,30,118,3,638.631358,3,90,0.675263019,18,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,3,5.500427311,07fef7a5afd5f75131bd5cde34107a5869ea84b7
0,1,1,1,0,2,2,97,3,429.0478125,1,273,2.350050957,111,1,1,0,0,0,0,0,0,0,0,2,0,0,0,1,1,2,4.837204735,1128eb28b274c4a4c3fa1b6ec99dffb129623883
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,2,4.33368949,d8c824621611bf23787b077c05f208c0ce35681c
0,1,1,2,0.672294817,14,3,74.5,2,0.820104167,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,2,4.901132818,b442cc1219ce710ed7b6c9dedbfcaac338a0fdab
0,1,1,3,1.526530823,236,0,0,1,166.730409,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,4.672125094,6422a3423cbc997dbe15c06a9e118be6c47a0d8d
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4,4.23372592,1b6dd3b20877b41f758957a2d10af47c3391a436
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,2,3.453378517,d490c4fa355c8a41db7ceb11935bef52865abf9e
0,1,3,4,0.910249714,68,73,781.5,3,73.70322627,3,272,20.69752659,181,1,0,0,0,0,1,0,0,0,0,7,0,0,0,1,0,2,5.153853721,1295b513010ef756847f684ebd9781a7acd3db49
1,1,1,1,0,2,2,97,3,0.580659722,1,271,19.80808075,110,1,1,0,0,0,0,0,0,0,0,7,1,4,4,1,0,7,2.938445321,d58dfc309d559b881881a698f08f7f202b53f5eb
1,1,1,1,0,1,1,97,3,0.000810185,1,270,18.85834516,109,1,1,0,0,0,0,0,0,0,0,7,1,3,3,1,0,6,2.938445321,ffcca3849871f8aedc1fd2e4fd956efc49fa1fb8
1,1,1,1,0,2,2,97,3,0.001215278,1,269,17.85834516,108,1,1,0,0,0,0,0,0,0,0,7,1,2,2,1,0,6,2.938445321,6faae480b77ab52af5b4826238cffd6efd5267dd
1,1,1,1,0,3,1,95,3,0.002372685,1,268,16.85834516,107,1,1,0,0,0,0,0,0,0,0,7,1,1,1,1,0,6,2.938445321,700a2b4366dee3f9c6bfd920df60ff3de64ae7f4
1,1,1,1,0,5,5,95,3,333.4418634,1,267,15.85834516,106,1,1,0,0,0,0,0,0,0,0,7,0,0,0,1,0,6,2.938445321,16b1abf53ca43211d5e5a4524d80fac01ee3401e
0,1,1,2,0.721928095,7,3,109,2,156.1878819,2,266,14.85834516,180,1,0,0,0,0,1,0,0,0,0,2,0,0,0,1,1,6,3.934521335,344013b90cfca1f76fcbe508fc563fd33189469f
